#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ABCA12	TGM1	9606.ENSP00000272895	9606.ENSP00000206765	0	0	0	0	0.079	0	0	0.951	0.952
CENPF	E2F8	9606.ENSP00000355922	9606.ENSP00000250024	0	0	0	0	0.587	0	0	0.542	0.803
CENPF	MELK	9606.ENSP00000355922	9606.ENSP00000298048	0	0	0	0	0.809	0	0	0.595	0.919
CENPF	PCLAF	9606.ENSP00000355922	9606.ENSP00000300035	0	0	0	0	0.802	0	0	0.509	0.898
CENPF	TPX2	9606.ENSP00000355922	9606.ENSP00000300403	0	0	0	0	0.829	0	0	0.746	0.954
CENPF	UBE2C	9606.ENSP00000355922	9606.ENSP00000348838	0	0	0	0	0.769	0	0	0.753	0.940
CENPF	RRM2	9606.ENSP00000355922	9606.ENSP00000353770	0	0	0	0	0.530	0	0	0.638	0.822
CENPF	EXO1	9606.ENSP00000355922	9606.ENSP00000355506	0	0	0	0	0.788	0	0	0.549	0.900
CENPF	TK1	9606.ENSP00000355922	9606.ENSP00000468425	0	0	0	0	0.434	0	0	0.630	0.782
CENPF	DEPDC1	9606.ENSP00000355922	9606.ENSP00000412292	0	0	0	0	0.754	0	0	0.392	0.844
CENPF	UBE2T	9606.ENSP00000355922	9606.ENSP00000494957	0	0	0	0	0.788	0	0	0.333	0.853
CENPF	KIF4A	9606.ENSP00000355922	9606.ENSP00000363524	0	0	0	0	0.730	0	0	0.571	0.879
CENPF	HMMR	9606.ENSP00000355922	9606.ENSP00000377492	0	0	0	0	0.787	0.045	0	0.669	0.927
CENPF	NUSAP1	9606.ENSP00000355922	9606.ENSP00000499238	0	0	0	0	0.855	0	0	0.631	0.944
CENPF	HJURP	9606.ENSP00000355922	9606.ENSP00000414109	0	0	0	0	0.856	0	0	0.640	0.946
CENPF	ZWINT	9606.ENSP00000355922	9606.ENSP00000363055	0	0	0	0	0.638	0	0	0.877	0.953
CENPF	CEP55	9606.ENSP00000355922	9606.ENSP00000360540	0	0	0	0	0.847	0	0	0.745	0.959
CENPF	KIF20A	9606.ENSP00000355922	9606.ENSP00000378356	0	0	0	0	0.899	0	0	0.627	0.960
CENPF	TTK	9606.ENSP00000355922	9606.ENSP00000358813	0	0	0	0	0.886	0	0	0.723	0.967
CENPF	NEK2	9606.ENSP00000355922	9606.ENSP00000355966	0	0	0	0	0.882	0	0	0.759	0.970
CENPF	TOP2A	9606.ENSP00000355922	9606.ENSP00000411532	0	0	0	0	0.876	0	0	0.804	0.974
CEP55	DLGAP5	9606.ENSP00000360540	9606.ENSP00000247191	0	0	0	0	0.999	0	0	0.755	0.999
CEP55	DEPDC1B	9606.ENSP00000360540	9606.ENSP00000265036	0	0	0	0	0.789	0	0	0.249	0.834
CEP55	MELK	9606.ENSP00000360540	9606.ENSP00000298048	0	0	0	0	0.830	0	0	0.751	0.956
CEP55	PCLAF	9606.ENSP00000360540	9606.ENSP00000300035	0	0	0	0	0.733	0	0	0.500	0.861
CEP55	TPX2	9606.ENSP00000360540	9606.ENSP00000300403	0	0	0	0	0.804	0	0	0.727	0.944
CEP55	TYMS	9606.ENSP00000360540	9606.ENSP00000315644	0	0	0	0	0.524	0	0	0.530	0.767
CEP55	UBE2C	9606.ENSP00000360540	9606.ENSP00000348838	0	0	0	0	0.810	0	0	0.691	0.938
CEP55	RRM2	9606.ENSP00000360540	9606.ENSP00000353770	0	0	0	0	0.801	0	0	0.739	0.945
CEP55	NEK2	9606.ENSP00000360540	9606.ENSP00000355966	0	0	0	0	0.816	0	0	0.541	0.912
CEP55	TTK	9606.ENSP00000360540	9606.ENSP00000358813	0	0	0	0	0.846	0	0	0.660	0.945
CEP55	UHRF1	9606.ENSP00000360540	9606.ENSP00000479617	0	0	0	0	0.557	0	0	0.480	0.760
CEP55	UBE2T	9606.ENSP00000360540	9606.ENSP00000494957	0	0	0	0	0.465	0	0	0.585	0.768
CEP55	TK1	9606.ENSP00000360540	9606.ENSP00000468425	0	0	0	0	0.498	0	0	0.622	0.802
CEP55	ZWINT	9606.ENSP00000360540	9606.ENSP00000363055	0	0	0	0	0.781	0	0	0.418	0.867
CEP55	DEPDC1	9606.ENSP00000360540	9606.ENSP00000412292	0	0	0	0	0.799	0	0	0.417	0.877
CEP55	HJURP	9606.ENSP00000360540	9606.ENSP00000414109	0	0	0	0	0.798	0	0	0.623	0.921
CEP55	HMMR	9606.ENSP00000360540	9606.ENSP00000377492	0	0	0	0	0.873	0	0	0.443	0.926
CEP55	TOP2A	9606.ENSP00000360540	9606.ENSP00000411532	0	0	0	0	0.829	0	0	0.596	0.928
CEP55	NUSAP1	9606.ENSP00000360540	9606.ENSP00000499238	0	0	0	0	0.839	0	0	0.584	0.930
CEP55	KIF4A	9606.ENSP00000360540	9606.ENSP00000363524	0	0	0	0	0.814	0	0	0.748	0.951
CEP55	KIF20A	9606.ENSP00000360540	9606.ENSP00000378356	0	0	0	0	0.833	0.053	0	0.782	0.962
CETP	CLU	9606.ENSP00000200676	9606.ENSP00000315130	0	0	0	0	0.065	0	0.720	0.606	0.887
CETP	LPL	9606.ENSP00000200676	9606.ENSP00000497642	0	0	0	0	0.056	0	0.540	0.874	0.940
CFD	CFP	9606.ENSP00000468253	9606.ENSP00000247153	0	0	0	0	0.215	0.125	0	0.793	0.845
CFP	COMP	9606.ENSP00000247153	9606.ENSP00000222271	0	0	0	0	0.056	0.113	0	0.724	0.748
CFP	MASP1	9606.ENSP00000247153	9606.ENSP00000296280	0	0	0	0	0.044	0.125	0	0.675	0.704
CFP	CLU	9606.ENSP00000247153	9606.ENSP00000315130	0	0	0	0	0.060	0.292	0	0.610	0.717
CFP	FCN1	9606.ENSP00000247153	9606.ENSP00000360871	0	0	0	0	0.522	0.091	0	0.595	0.809
CLDN11	ESAM	9606.ENSP00000064724	9606.ENSP00000278927	0	0	0	0	0.047	0	0.650	0.204	0.711
CLDN11	CLDN5	9606.ENSP00000064724	9606.ENSP00000385477	0	0	0	0.722	0.066	0	0.650	0.236	0.728
CLDN18	CLDN5	9606.ENSP00000340939	9606.ENSP00000385477	0	0	0	0.743	0.042	0	0.650	0.189	0.704
CLDN5	VWF	9606.ENSP00000385477	9606.ENSP00000261405	0	0	0	0	0.770	0	0	0.669	0.920
CLDN5	ESAM	9606.ENSP00000385477	9606.ENSP00000278927	0	0	0	0	0.686	0	0.650	0.753	0.970
CLDN5	ROBO4	9606.ENSP00000385477	9606.ENSP00000304945	0	0	0	0	0.608	0	0	0.344	0.732
CLDN5	MMP9	9606.ENSP00000385477	9606.ENSP00000361405	0	0	0	0	0.083	0	0	0.745	0.756
CLDN5	IL6	9606.ENSP00000385477	9606.ENSP00000385675	0	0	0	0	0.043	0	0	0.708	0.708
CLDN5	PECAM1	9606.ENSP00000385477	9606.ENSP00000457421	0	0	0	0	0.260	0	0	0.800	0.845
CLEC14A	MMRN2	9606.ENSP00000353013	9606.ENSP00000361097	0	0	0	0	0.263	0.334	0	0.864	0.927
CLU	CP	9606.ENSP00000315130	9606.ENSP00000264613	0	0	0	0	0.184	0.226	0	0.700	0.794
CLU	MMP9	9606.ENSP00000315130	9606.ENSP00000361405	0	0	0	0	0.054	0.292	0	0.614	0.718
CLU	SPP1	9606.ENSP00000315130	9606.ENSP00000378517	0	0	0	0	0.137	0	0	0.700	0.730
CLU	LPL	9606.ENSP00000315130	9606.ENSP00000497642	0	0	0	0	0.059	0	0.540	0.519	0.773
CLU	SNCA	9606.ENSP00000315130	9606.ENSP00000500990	0	0	0	0	0.067	0.625	0	0.636	0.861
CLU	SERPINA1	9606.ENSP00000315130	9606.ENSP00000416066	0	0	0	0	0.076	0.235	0	0.865	0.896
COL10A1	MMP11	9606.ENSP00000327368	9606.ENSP00000215743	0	0	0	0	0.524	0.050	0	0.617	0.812
COL10A1	COMP	9606.ENSP00000327368	9606.ENSP00000222271	0	0	0	0	0.479	0.099	0	0.546	0.768
COL10A1	COL1A1	9606.ENSP00000327368	9606.ENSP00000225964	0	0	0.152	0.744	0.208	0	0.400	0.521	0.781
COL10A1	IBSP	9606.ENSP00000327368	9606.ENSP00000226284	0	0	0	0	0.234	0.045	0	0.732	0.787
COL10A1	MMP13	9606.ENSP00000327368	9606.ENSP00000260302	0	0	0	0	0.362	0.050	0	0.903	0.936
COL10A1	COL1A2	9606.ENSP00000327368	9606.ENSP00000297268	0	0	0.173	0.718	0.136	0	0.400	0.496	0.755
COL10A1	COL3A1	9606.ENSP00000327368	9606.ENSP00000304408	0	0	0.155	0.750	0.245	0	0.400	0.453	0.762
COL10A1	COL5A2	9606.ENSP00000327368	9606.ENSP00000364000	0	0	0.156	0.719	0.213	0	0.400	0.454	0.753
COL10A1	COL11A1	9606.ENSP00000327368	9606.ENSP00000359114	0	0	0.091	0.765	0.623	0	0.400	0.472	0.877
COL11A1	MMP11	9606.ENSP00000359114	9606.ENSP00000215743	0	0	0	0	0.323	0.050	0	0.616	0.732
COL11A1	COL1A1	9606.ENSP00000359114	9606.ENSP00000225964	0	0	0.095	0.847	0.244	0	0.720	0.841	0.965
COL11A1	COL1A2	9606.ENSP00000359114	9606.ENSP00000297268	0	0	0.093	0.841	0.295	0.069	0.900	0.899	0.992
COL11A1	COL3A1	9606.ENSP00000359114	9606.ENSP00000304408	0	0	0.092	0.840	0.353	0	0.720	0.817	0.965
COL11A1	THBS2	9606.ENSP00000359114	9606.ENSP00000355751	0	0	0	0	0.269	0.099	0	0.858	0.898
COL11A1	COL5A1	9606.ENSP00000359114	9606.ENSP00000360882	0	0	0.053	0.975	0.217	0	0.720	0.479	0.877
COL11A1	COL5A2	9606.ENSP00000359114	9606.ENSP00000364000	0	0	0.079	0.840	0.405	0.099	0.720	0.855	0.976
COL17A1	LAMA3	9606.ENSP00000497653	9606.ENSP00000324532	0	0	0	0	0.178	0.068	0.500	0.935	0.972
COL1A1	MMP13	9606.ENSP00000225964	9606.ENSP00000260302	0	0	0	0	0.099	0.050	0	0.680	0.702
COL1A1	PCOLCE2	9606.ENSP00000225964	9606.ENSP00000295992	0	0	0	0	0.075	0.129	0.400	0.458	0.703
COL1A1	IBSP	9606.ENSP00000225964	9606.ENSP00000226284	0	0	0	0	0.063	0.045	0	0.705	0.713
COL1A1	SPP1	9606.ENSP00000225964	9606.ENSP00000378517	0	0	0	0	0.061	0	0	0.742	0.747
COL1A1	ITGA8	9606.ENSP00000225964	9606.ENSP00000367316	0	0	0	0	0.062	0	0.650	0.341	0.765
COL1A1	MMP1	9606.ENSP00000225964	9606.ENSP00000322788	0	0	0	0	0.139	0.050	0	0.738	0.767
COL1A1	CTHRC1	9606.ENSP00000225964	9606.ENSP00000330523	0	0	0	0	0.333	0	0	0.706	0.795
COL1A1	THBS2	9606.ENSP00000225964	9606.ENSP00000355751	0	0	0	0	0.368	0.099	0	0.722	0.828
COL1A1	MMP9	9606.ENSP00000225964	9606.ENSP00000361405	0	0	0	0	0.089	0.050	0	0.830	0.840
COL1A1	VWF	9606.ENSP00000225964	9606.ENSP00000261405	0	0	0	0	0.103	0.294	0	0.821	0.877
COL1A1	ITGA1	9606.ENSP00000225964	9606.ENSP00000282588	0	0	0	0	0.095	0	0.650	0.650	0.879
COL1A1	SPARC	9606.ENSP00000225964	9606.ENSP00000231061	0	0	0	0	0.743	0.554	0	0.744	0.968
COL1A1	COL5A1	9606.ENSP00000225964	9606.ENSP00000360882	0	0	0.091	0.845	0.795	0.230	0.720	0.880	0.994
COL1A1	COL5A2	9606.ENSP00000225964	9606.ENSP00000364000	0	0	0.064	0.948	0.839	0	0.720	0.912	0.995
COL1A1	COL3A1	9606.ENSP00000225964	9606.ENSP00000304408	0	0	0.065	0.950	0.958	0	0.900	0.965	0.999
COL1A1	COL1A2	9606.ENSP00000225964	9606.ENSP00000297268	0	0	0.061	0.957	0.964	0.649	0.900	0.981	0.999
COL1A2	SPARC	9606.ENSP00000297268	9606.ENSP00000231061	0	0	0	0	0.849	0.070	0	0.733	0.959
COL1A2	ITGA1	9606.ENSP00000297268	9606.ENSP00000282588	0	0	0	0	0.107	0	0.650	0.575	0.855
COL1A2	CXCL12	9606.ENSP00000297268	9606.ENSP00000379140	0	0	0	0	0.300	0	0	0.626	0.727
COL1A2	ITGA8	9606.ENSP00000297268	9606.ENSP00000367316	0	0	0	0	0.084	0	0.650	0.276	0.747
COL1A2	THBS2	9606.ENSP00000297268	9606.ENSP00000355751	0	0	0	0	0.489	0.099	0	0.716	0.858
COL1A2	MMP9	9606.ENSP00000297268	9606.ENSP00000361405	0	0	0	0	0.075	0.050	0	0.900	0.904
COL1A2	COL5A1	9606.ENSP00000297268	9606.ENSP00000360882	0	0	0.091	0.834	0.660	0.259	0.720	0.864	0.989
COL1A2	COL5A2	9606.ENSP00000297268	9606.ENSP00000364000	0	0	0.072	0.934	0.884	0.098	0.720	0.949	0.998
COL1A2	COL3A1	9606.ENSP00000297268	9606.ENSP00000304408	0	0	0.076	0.928	0.999	0.229	0.900	0.966	0.999
COL3A1	SPARC	9606.ENSP00000304408	9606.ENSP00000231061	0	0	0	0	0.553	0.635	0	0.499	0.911
COL3A1	SULF1	9606.ENSP00000304408	9606.ENSP00000260128	0	0	0	0	0.443	0	0	0.566	0.748
COL3A1	ITGA1	9606.ENSP00000304408	9606.ENSP00000282588	0	0	0	0	0.112	0.236	0	0.624	0.723
COL3A1	CXCL12	9606.ENSP00000304408	9606.ENSP00000379140	0	0	0	0	0.377	0	0	0.598	0.739
COL3A1	MMP9	9606.ENSP00000304408	9606.ENSP00000361405	0	0	0	0	0.091	0.050	0	0.728	0.745
COL3A1	TGFBR2	9606.ENSP00000304408	9606.ENSP00000351905	0	0	0	0	0.082	0.084	0	0.727	0.750
COL3A1	THBS2	9606.ENSP00000304408	9606.ENSP00000355751	0	0	0	0	0.347	0.099	0	0.693	0.804
COL3A1	COL5A1	9606.ENSP00000304408	9606.ENSP00000360882	0	0	0.094	0.835	0.786	0	0.720	0.731	0.983
COL3A1	COL5A2	9606.ENSP00000304408	9606.ENSP00000364000	0	0	0.075	0.929	0.906	0	0.720	0.962	0.998
COL5A1	THBS2	9606.ENSP00000360882	9606.ENSP00000355751	0	0	0	0	0.381	0.099	0	0.574	0.742
COL5A1	COL5A2	9606.ENSP00000360882	9606.ENSP00000364000	0	0	0.087	0.832	0.777	0.126	0.800	0.928	0.996
COL5A2	THBS2	9606.ENSP00000364000	9606.ENSP00000355751	0	0	0	0	0.410	0.099	0	0.696	0.824
COL6A6	ITGA8	9606.ENSP00000351310	9606.ENSP00000367316	0	0	0	0	0.062	0	0.650	0.347	0.767
COMP	ITGA1	9606.ENSP00000222271	9606.ENSP00000282588	0	0	0	0	0.049	0.045	0.650	0.225	0.720
CP	SERPINA1	9606.ENSP00000264613	9606.ENSP00000416066	0	0	0	0	0.128	0.238	0	0.923	0.944
CPB2	SERPIND1	9606.ENSP00000181383	9606.ENSP00000215727	0	0	0	0	0.511	0	0	0.537	0.764
CPB2	THBD	9606.ENSP00000181383	9606.ENSP00000366307	0	0	0	0	0	0	0	0.958	0.958
CR2	MME	9606.ENSP00000356024	9606.ENSP00000418525	0	0	0	0	0.061	0	0	0.791	0.795
CRABP2	RARA	9606.ENSP00000482841	9606.ENSP00000254066	0	0	0	0	0	0.050	0.500	0.811	0.902
CRYAB	LDB3	9606.ENSP00000433560	9606.ENSP00000401437	0	0	0	0	0.084	0	0	0.724	0.736
CRYAB	SNCA	9606.ENSP00000433560	9606.ENSP00000500990	0	0	0	0	0.062	0.784	0	0.381	0.863
CSF3	SELE	9606.ENSP00000225474	9606.ENSP00000331736	0	0	0	0	0.182	0	0	0.667	0.716
CSF3	CXCL12	9606.ENSP00000225474	9606.ENSP00000379140	0	0	0	0	0	0	0	0.786	0.786
CSF3	IL7R	9606.ENSP00000225474	9606.ENSP00000306157	0	0	0	0	0.049	0	0.650	0.420	0.790
CSF3	LIFR	9606.ENSP00000225474	9606.ENSP00000398368	0	0	0	0	0.042	0	0.650	0.500	0.817
CSF3	CXCL5	9606.ENSP00000225474	9606.ENSP00000296027	0	0	0	0	0.196	0	0	0.789	0.823
CSF3	SOCS3	9606.ENSP00000225474	9606.ENSP00000330341	0	0	0	0	0.174	0	0.500	0.681	0.856
CSF3	EGFR	9606.ENSP00000225474	9606.ENSP00000275493	0	0	0	0	0.042	0	0.650	0.610	0.857
CSF3	CXCL2	9606.ENSP00000225474	9606.ENSP00000427279	0	0	0	0	0.222	0	0.400	0.797	0.897
CSF3	EGF	9606.ENSP00000225474	9606.ENSP00000265171	0	0	0	0	0	0	0	0.957	0.957
CSF3	FGF2	9606.ENSP00000225474	9606.ENSP00000264498	0	0	0	0	0.087	0	0	0.960	0.961
CSF3	CXCL8	9606.ENSP00000225474	9606.ENSP00000306512	0	0	0	0	0.201	0	0.400	0.945	0.971
CSF3	IL6	9606.ENSP00000225474	9606.ENSP00000385675	0	0	0	0	0.369	0	0.400	0.972	0.988
CSPG4	FGF2	9606.ENSP00000312506	9606.ENSP00000264498	0	0	0	0	0.080	0.322	0	0.725	0.813
CSRNP1	GADD45B	9606.ENSP00000273153	9606.ENSP00000215631	0	0	0	0	0.781	0	0	0.378	0.858
CSTA	TGM1	9606.ENSP00000264474	9606.ENSP00000206765	0	0	0	0	0.073	0	0.500	0.779	0.888
CTAG1B	MMP7	9606.ENSP00000332602	9606.ENSP00000260227	0	0	0	0	0	0	0	0.721	0.721
CTAG1B	DDX53	9606.ENSP00000332602	9606.ENSP00000368667	0	0	0	0	0.074	0	0	0.701	0.711
CTNND2	PDZD2	9606.ENSP00000307134	9606.ENSP00000402033	0	0	0	0	0.073	0.292	0	0.895	0.925
CXCL12	MIF	9606.ENSP00000379140	9606.ENSP00000215754	0	0	0	0	0	0	0	0.737	0.737
CXCL12	FGF2	9606.ENSP00000379140	9606.ENSP00000264498	0	0	0	0	0.067	0	0	0.893	0.896
CXCL12	EGF	9606.ENSP00000379140	9606.ENSP00000265171	0	0	0	0	0	0	0	0.790	0.790
CXCL12	EGFR	9606.ENSP00000379140	9606.ENSP00000275493	0	0	0	0	0.067	0	0	0.895	0.897
CXCL12	CXCL13	9606.ENSP00000379140	9606.ENSP00000286758	0	0	0	0	0.122	0	0.500	0.925	0.964
CXCL12	CXCL3	9606.ENSP00000379140	9606.ENSP00000296026	0	0	0	0	0.060	0	0.500	0.707	0.850
CXCL12	CXCL5	9606.ENSP00000379140	9606.ENSP00000296027	0	0	0	0	0.056	0	0.500	0.816	0.905
CXCL12	PPBP	9606.ENSP00000379140	9606.ENSP00000296028	0	0	0	0	0.086	0.994	0.500	0.934	0.999
CXCL12	CXCL8	9606.ENSP00000379140	9606.ENSP00000306512	0	0	0	0	0.067	0	0.500	0.904	0.951
CXCL12	MET	9606.ENSP00000379140	9606.ENSP00000317272	0	0	0	0	0	0	0	0.902	0.902
CXCL12	CXCR2	9606.ENSP00000379140	9606.ENSP00000319635	0	0	0	0	0	0.046	0.650	0.996	0.998
CXCL12	SELE	9606.ENSP00000379140	9606.ENSP00000331736	0	0	0	0	0.090	0	0	0.713	0.727
CXCL12	CXCL14	9606.ENSP00000379140	9606.ENSP00000337065	0	0	0	0	0.164	0.994	0	0.692	0.998
CXCL12	MMP9	9606.ENSP00000379140	9606.ENSP00000361405	0	0	0	0	0.066	0	0	0.888	0.891
CXCL12	TEK	9606.ENSP00000379140	9606.ENSP00000369375	0	0	0	0	0.137	0	0	0.806	0.825
CXCL12	SLIT2	9606.ENSP00000379140	9606.ENSP00000422591	0	0	0	0	0.152	0	0.500	0.420	0.733
CXCL12	PECAM1	9606.ENSP00000379140	9606.ENSP00000457421	0	0	0	0	0.108	0.134	0	0.697	0.745
CXCL12	IL6	9606.ENSP00000379140	9606.ENSP00000385675	0	0	0	0	0.130	0	0	0.792	0.811
CXCL12	CXCL2	9606.ENSP00000379140	9606.ENSP00000427279	0	0	0	0	0.062	0.994	0.500	0.868	0.999
CXCL13	MMP9	9606.ENSP00000286758	9606.ENSP00000361405	0	0	0	0	0.164	0	0	0.657	0.701
CXCL13	IL6	9606.ENSP00000286758	9606.ENSP00000385675	0	0	0	0	0.118	0	0	0.702	0.726
CXCL13	CXCL8	9606.ENSP00000286758	9606.ENSP00000306512	0	0	0	0.797	0.049	0	0.500	0.581	0.783
CXCL13	CXCL2	9606.ENSP00000286758	9606.ENSP00000427279	0	0	0	0	0.072	0	0.500	0.651	0.824
CXCL13	CXCL3	9606.ENSP00000286758	9606.ENSP00000296026	0	0	0	0	0.074	0	0.500	0.690	0.844
CXCL13	PPBP	9606.ENSP00000286758	9606.ENSP00000296028	0	0	0	0	0.086	0	0.500	0.704	0.853
CXCL13	CXCL5	9606.ENSP00000286758	9606.ENSP00000296027	0	0	0	0	0.067	0	0.500	0.807	0.902
CXCL13	CXCR2	9606.ENSP00000286758	9606.ENSP00000319635	0	0	0	0	0.074	0	0.650	0.992	0.997
CXCL14	CXCL3	9606.ENSP00000337065	9606.ENSP00000296026	0	0	0	0	0	0	0	0.768	0.768
CXCL14	CXCL5	9606.ENSP00000337065	9606.ENSP00000296027	0	0	0	0	0	0.994	0	0.536	0.997
CXCL14	PPBP	9606.ENSP00000337065	9606.ENSP00000296028	0	0	0	0	0	0.994	0	0.420	0.996
CXCL14	CXCR2	9606.ENSP00000337065	9606.ENSP00000319635	0	0	0	0	0	0	0.650	0.460	0.802
CXCL14	CXCL2	9606.ENSP00000337065	9606.ENSP00000427279	0	0	0	0.762	0.042	0.994	0	0.200	0.995
CXCL2	CXCL3	9606.ENSP00000427279	9606.ENSP00000296026	0	0	0.051	0.979	0.781	0.610	0.900	0.555	0.995
CXCL2	CXCL5	9606.ENSP00000427279	9606.ENSP00000296027	0	0	0.074	0.895	0.275	0.994	0.400	0.441	0.998
CXCL2	PPBP	9606.ENSP00000427279	9606.ENSP00000296028	0	0	0.059	0.895	0.072	0	0.400	0.621	0.775
CXCL2	CXCL8	9606.ENSP00000427279	9606.ENSP00000306512	0	0	0.062	0.870	0.794	0	0.400	0.866	0.982
CXCL2	CXCR2	9606.ENSP00000427279	9606.ENSP00000319635	0	0	0	0	0.056	0.287	0.900	0.998	0.999
CXCL2	PTGS2	9606.ENSP00000427279	9606.ENSP00000356438	0	0	0	0	0.460	0	0	0.679	0.819
CXCL2	IL6	9606.ENSP00000427279	9606.ENSP00000385675	0	0	0	0	0.639	0	0.400	0.855	0.966
CXCL3	PPBP	9606.ENSP00000296026	9606.ENSP00000296028	0	0	0.061	0.886	0.082	0	0.400	0.599	0.765
CXCL3	IL6	9606.ENSP00000296026	9606.ENSP00000385675	0	0	0	0	0.491	0	0	0.642	0.810
CXCL3	CXCL8	9606.ENSP00000296026	9606.ENSP00000306512	0	0	0	0.860	0.652	0	0.400	0.540	0.895
CXCL3	CXCL5	9606.ENSP00000296026	9606.ENSP00000296027	0	0	0.075	0.899	0.368	0.994	0.400	0.744	0.999
CXCL3	CXCR2	9606.ENSP00000296026	9606.ENSP00000319635	0	0	0	0	0.060	0.287	0.900	0.997	0.999
CXCL5	MMP1	9606.ENSP00000296027	9606.ENSP00000322788	0	0	0	0	0.194	0	0	0.678	0.729
CXCL5	MMP9	9606.ENSP00000296027	9606.ENSP00000361405	0	0	0	0	0.145	0.292	0	0.742	0.830
CXCL5	PPBP	9606.ENSP00000296027	9606.ENSP00000296028	0	0	0	0.886	0.360	0	0.400	0.601	0.833
CXCL5	IL6	9606.ENSP00000296027	9606.ENSP00000385675	0	0	0	0	0.206	0	0	0.834	0.862
CXCL5	CXCL8	9606.ENSP00000296027	9606.ENSP00000306512	0	0	0.068	0.844	0.855	0	0.400	0.463	0.951
CXCL5	CXCR2	9606.ENSP00000296027	9606.ENSP00000319635	0	0	0	0	0.086	0.287	0.900	0.998	0.999
CXCL8	MMP13	9606.ENSP00000306512	9606.ENSP00000260302	0	0	0	0	0.063	0	0	0.726	0.732
CXCL8	VWF	9606.ENSP00000306512	9606.ENSP00000261405	0	0	0	0	0	0	0	0.962	0.962
CXCL8	FGF2	9606.ENSP00000306512	9606.ENSP00000264498	0	0	0	0	0.066	0	0	0.854	0.857
CXCL8	EGF	9606.ENSP00000306512	9606.ENSP00000265171	0	0	0	0	0	0	0	0.717	0.717
CXCL8	SSTR1	9606.ENSP00000306512	9606.ENSP00000267377	0	0	0	0	0	0	0.500	0.431	0.703
CXCL8	EGFR	9606.ENSP00000306512	9606.ENSP00000275493	0	0	0	0	0	0	0	0.792	0.792
CXCL8	MMP3	9606.ENSP00000306512	9606.ENSP00000299855	0	0	0	0	0.127	0	0	0.804	0.821
CXCL8	GPR37	9606.ENSP00000306512	9606.ENSP00000306449	0	0	0	0	0.042	0	0.500	0.464	0.721
CXCL8	SFTPD	9606.ENSP00000306512	9606.ENSP00000361366	0	0	0	0	0	0	0	0.702	0.702
CXCL8	PECAM1	9606.ENSP00000306512	9606.ENSP00000457421	0	0	0	0	0.049	0	0	0.731	0.733
CXCL8	SPP1	9606.ENSP00000306512	9606.ENSP00000378517	0	0	0	0	0.124	0	0	0.732	0.755
CXCL8	MMP1	9606.ENSP00000306512	9606.ENSP00000322788	0	0	0	0	0.186	0	0	0.720	0.762
CXCL8	S100A8	9606.ENSP00000306512	9606.ENSP00000357721	0	0	0	0	0.157	0	0	0.731	0.763
CXCL8	IL33	9606.ENSP00000306512	9606.ENSP00000370842	0	0	0	0	0.048	0	0	0.798	0.799
CXCL8	EDN1	9606.ENSP00000306512	9606.ENSP00000368683	0	0	0	0	0.079	0	0	0.795	0.803
CXCL8	S100A12	9606.ENSP00000306512	9606.ENSP00000357726	0	0	0.207	0	0.290	0	0	0.698	0.815
CXCL8	SELE	9606.ENSP00000306512	9606.ENSP00000331736	0	0	0	0	0.084	0	0	0.845	0.851
CXCL8	MMP9	9606.ENSP00000306512	9606.ENSP00000361405	0	0	0	0	0.140	0	0	0.867	0.880
CXCL8	PTGS2	9606.ENSP00000306512	9606.ENSP00000356438	0	0	0	0	0.767	0	0	0.901	0.975
CXCL8	IL6	9606.ENSP00000306512	9606.ENSP00000385675	0	0	0	0	0.445	0	0.400	0.976	0.991
CXCL8	CXCR2	9606.ENSP00000306512	9606.ENSP00000319635	0	0	0	0	0.146	0.999	0.900	0.999	0.999
CXCR2	MIF	9606.ENSP00000319635	9606.ENSP00000215754	0	0	0	0	0	0.292	0	0.991	0.993
CXCR2	PPBP	9606.ENSP00000319635	9606.ENSP00000296028	0	0	0	0	0.223	0.287	0.900	0.996	0.999
CXCR2	MMP9	9606.ENSP00000319635	9606.ENSP00000361405	0	0	0	0	0.165	0	0	0.747	0.780
CXCR2	IL6	9606.ENSP00000319635	9606.ENSP00000385675	0	0	0	0	0.081	0	0	0.804	0.812
CXCR2	FCGR3B	9606.ENSP00000319635	9606.ENSP00000433642	0	0	0	0	0.628	0	0	0.702	0.884
DACH1	SIX4	9606.ENSP00000482245	9606.ENSP00000216513	0	0	0	0	0	0.071	0	0.715	0.724
DACH1	SIX1	9606.ENSP00000482245	9606.ENSP00000494686	0	0	0	0	0.042	0.077	0	0.937	0.939
DAPK1	MGMT	9606.ENSP00000386135	9606.ENSP00000302111	0	0	0	0	0	0	0	0.783	0.783
DAPK1	RASSF1	9606.ENSP00000386135	9606.ENSP00000349547	0	0	0	0	0	0	0	0.811	0.811
DCC	SLIT2	9606.ENSP00000389140	9606.ENSP00000422591	0	0	0	0	0.052	0.099	0.500	0.707	0.858
DEPDC1	DLGAP5	9606.ENSP00000412292	9606.ENSP00000247191	0	0	0	0	0.809	0	0	0.404	0.881
DEPDC1	DEPDC1B	9606.ENSP00000412292	9606.ENSP00000265036	0	0	0.068	0.915	0.782	0	0	0.086	0.798
