ID	adj.P.Val	P.Value	t	B	logFC	ORF	Chr	Chr.Strand	Chr.From	Chr.To
79047_at	8.91e-01	8.43e-01	-0.1982311	-7.16401	-0.02357059	79047	19	+	38989680	38996935
4914_at	8.91e-01	8.43e-01	-0.1981523	-7.16402	-0.02227435	4914	1	+	155115634	155117983
78999_at	8.91e-01	8.43e-01	-0.1980828	-7.16404	-0.03309743	78999	11	+	66384000	66384470
80764_at	8.91e-01	8.43e-01	0.1980828	-7.16404	0.02613795	80764	22	-	19684400	19684066
7249_at	8.91e-01	8.43e-01	-0.1977432	-7.1641	-0.04311783	7249	16	+	2076752	2078230
729652_at	8.91e-01	8.44e-01	0.1974782	-7.16416	0.00897313	729652	16	-	2455507	2455278
55296_at	8.92e-01	8.45e-01	0.1961643	-7.16441	0.03447574	55296	4	+	26353236	26365846
84699_at	8.93e-01	8.45e-01	0.1959172	-7.16446	0.01239118	84699	19	+	4115553	4122747
5716_at	8.93e-01	8.45e-01	0.1956728	-7.16451	0.02493682	5716	X	-	107217954	107214272
400798_at	8.93e-01	8.45e-01	0.1956104	-7.16452	0.0119581	400798	1	+	176784352	176784567
205860_at	8.93e-01	8.45e-01	-0.1955501	-7.16453	-0.01157053	205860	4	-	189249971	189249808
2868_at	8.93e-01	8.45e-01	-0.1953593	-7.16457	-0.02761779	2868	4	+	3000802	3012209
221078_at	8.93e-01	8.45e-01	-0.1952951	-7.16458	-0.0583818	221078	10	-	18980521	18980213
647070_at	8.93e-01	8.45e-01	-0.1952768	-7.16459	-0.0221615	647070	1	-	181073497	181073023
846_at	8.93e-01	8.45e-01	-0.1951902	-7.1646	-0.00632623	846	3	+	123458698	123487926
5319_at	8.93e-01	8.45e-01	-0.1951736	-7.16461	-0.01016035	5319	12	-	119249924	119244344
3934_at	8.93e-01	8.45e-01	0.1950788	-7.16463	0.02912167	3934	9	+	129952442	129955428
161145_at	8.93e-01	8.46e-01	-0.1948079	-7.16468	-0.01116364	161145	14	-	67023564	66983588
4253_at	8.93e-01	8.46e-01	-0.1947224	-7.1647	-0.01953225	4253	14	+	38805421	38890063
8804_at	8.93e-01	8.46e-01	0.1945641	-7.16473	0.05161748	8804	1	-	165777419	165776903
130574_at	8.93e-01	8.46e-01	0.1942259	-7.16479	0.03732655	130574	2	+	150033448	150038288
3744_at	8.93e-01	8.46e-01	0.194019	-7.16483	0.01046043	3744	1	-	110861960	110861405
162_at	8.93e-01	8.46e-01	-0.1939647	-7.16484	-0.03111967	162	22	-	28054327	28053907
64901_at	8.94e-01	8.47e-01	-0.1931766	-7.16499	-0.05019333	64901	5	+	170653537	170658708
254863_at	8.94e-01	8.47e-01	-0.192794	-7.16507	-0.03105148	254863	17	-	7247404	7247074
225_at	8.94e-01	8.47e-01	0.1926923	-7.16509	0.04559912	225	12	-	38233243	38232869
7158_at	8.94e-01	8.47e-01	-0.1925991	-7.16511	-0.023067	7158	15	-	41571931	41486767
6691_at	8.94e-01	8.48e-01	0.1924575	-7.16513	0.0185171	6691	4	-	57382609	57370830
282996_at	8.94e-01	8.48e-01	0.1922393	-7.16517	0.02785098	282996	10	+	112588660	112589132
401884_at	8.94e-01	8.48e-01	-0.1921554	-7.16519	-0.02947463	401884	17	+	41070557	41071022
57733_at	8.95e-01	8.48e-01	-0.1914307	-7.16533	-0.02175424	57733	4	+	22358764	22430223
6991_at	8.95e-01	8.48e-01	0.1914193	-7.16533	0.0084605	6991	6	-	169886249	169882187
151295_at	8.95e-01	8.49e-01	-0.1909394	-7.16542	-0.01393366	151295	2	-	219734838	219734529
79654_at	8.95e-01	8.49e-01	0.1908071	-7.16545	0.03244115	79654	1	-	45241352	45240848
6492_at	8.95e-01	8.49e-01	-0.1907687	-7.16546	-0.0173283	6492	6	-	100943967	100943480
26776_at	8.96e-01	8.49e-01	-0.190255	-7.16555	-0.02282533	26776	20	-	36487319	36487287
124857_at	8.96e-01	8.50e-01	0.1897638	-7.16565	0.0167752	124857	17	+	46272916	46274650
256006_at	8.96e-01	8.50e-01	0.1895956	-7.16568	0.00785497	256006	5	-	74500645	74478850
132724_at	8.96e-01	8.50e-01	0.1894075	-7.16571	0.01114024	132724	4	-	68775429	68775068
205564_at	8.96e-01	8.50e-01	0.189254	-7.16574	0.02260059	205564	3	+	198142121	198142351
204219_at	8.97e-01	8.50e-01	-0.1889109	-7.16581	-0.00668177	204219	15	-	98827159	98758167
56891_at	8.97e-01	8.50e-01	-0.1887515	-7.16584	-0.01018208	56891	19	+	44889101	44891848
4134_at	8.97e-01	8.51e-01	-0.1885544	-7.16587	-0.031992	4134	3	-	47990126	47867230
6283_at	8.97e-01	8.51e-01	-0.1877457	-7.16603	-0.06337604	6283	1	-	151614654	151612891
79646_at	8.97e-01	8.51e-01	0.1877319	-7.16603	0.03097642	79646	5	-	167915772	167915279
2926_at	8.97e-01	8.51e-01	-0.1877276	-7.16603	-0.0225466	2926	4	-	71910746	71904167
1830_at	8.97e-01	8.51e-01	0.187398	-7.16609	0.00925466	1830	18	+	27309876	27310396
55230_at	8.97e-01	8.52e-01	0.1873095	-7.16611	0.04247007	55230	2	-	234066844	234059159
374470_at	8.98e-01	8.52e-01	0.1870369	-7.16616	0.01181057	374470	12	-	102220255	102219954
642198_at	8.98e-01	8.52e-01	0.1867808	-7.16621	0.03510547	642198	3	-	75862378	75861957
5275_at	8.98e-01	8.52e-01	-0.1862112	-7.16631	-0.00433805	5275	18	+	59413289	59417361
26548_at	8.99e-01	8.53e-01	0.1851575	-7.16651	0.01512821	26548	X	+	70440768	70441840
64065_at	8.99e-01	8.53e-01	0.1850157	-7.16653	0.07037341	64065	6	-	138455001	138453725
283461_at	8.99e-01	8.54e-01	0.1844767	-7.16663	0.00477961	283461	12	+	38362981	38364959
26525_at	9.00e-01	8.54e-01	0.1843546	-7.16666	0.0078054	26525	2	+	113538200	113538729
642691_at	9.00e-01	8.54e-01	0.1843402	-7.16666	0.04435508	642691	2	-	91273494	91273473
6862_at	9.00e-01	8.54e-01	0.1840052	-7.16672	0.03201734	6862	6	-	166491583	166491229
8575_at	9.00e-01	8.54e-01	-0.1839509	-7.16673	-0.01863591	8575	2	-	179005178	179004827
149233_at	9.00e-01	8.54e-01	0.1838807	-7.16674	0.00551706	149233	1	+	67496973	67497889
728224_at	9.00e-01	8.54e-01	-0.1836792	-7.16678	-0.00880599	728224	17	-	36507245	36506949
79846_at	9.00e-01	8.55e-01	-0.1835463	-7.1668	-0.0481011	79846	7	+	89774267	89777421
8313_at	9.00e-01	8.55e-01	-0.1832088	-7.16687	-0.01365543	8313	17	-	60985202	60955288
285521_at	9.00e-01	8.55e-01	-0.1831235	-7.16688	-0.03041164	285521	4	-	74141206	74140693
79882_at	9.00e-01	8.55e-01	0.1826801	-7.16696	0.02522031	79882	14	+	88143343	88149409
5618_at	9.01e-01	8.55e-01	-0.1825132	-7.16699	-0.00674176	5618	5	-	35122099	35100056
1557_at	9.01e-01	8.55e-01	-0.1823091	-7.16703	-0.01778684	1557	10	+	96602565	96602605
338322_at	9.01e-01	8.56e-01	-0.18199	-7.16709	-0.00657308	338322	11	-	7938294	7937868
56006_at	9.01e-01	8.56e-01	0.1816872	-7.16714	0.03211966	56006	19	-	48930388	48927610
115098_at	9.01e-01	8.56e-01	-0.1813797	-7.1672	-0.03305388	115098	19	+	17915155	17915759
2444_at	9.01e-01	8.56e-01	-0.1810308	-7.16726	-0.00813207	2444	6	-	116369928	116369501
115950_at	9.01e-01	8.56e-01	0.1810187	-7.16726	0.02656153	115950	19	-	11455932	11455277
23049_at	9.02e-01	8.57e-01	-0.1804586	-7.16737	-0.02046378	23049	16	-	18727160	18723751
10232_at	9.02e-01	8.57e-01	0.1804125	-7.16737	0.01427717	10232	16	+	756961	757446
91574_at	9.02e-01	8.57e-01	-0.1803494	-7.16738	-0.0298334	91574	12	+	122283997	122308377
420_at	9.02e-01	8.57e-01	-0.1802767	-7.1674	-0.00838693	420	12	-	14885028	14873548
8631_at	9.02e-01	8.57e-01	0.1802554	-7.1674	0.01290688	8631	17	-	43594899	43565923
645249_at	9.02e-01	8.57e-01	0.1798219	-7.16748	0.01914622	645249	7	+	156496721	156501783
4684_at	9.02e-01	8.57e-01	-0.1797767	-7.16749	-0.0549734	4684	11	+	112646196	112651275
25957_at	9.02e-01	8.58e-01	0.1793184	-7.16757	0.04958762	25957	6	-	99965482	99955058
1474_at	9.02e-01	8.58e-01	-0.1792616	-7.16758	-0.01671058	1474	11	+	65536178	65537507
147923_at	9.03e-01	8.58e-01	0.1790434	-7.16762	0.0424312	147923	19	+	42312019	42312408
23209_at	9.03e-01	8.58e-01	-0.1787001	-7.16768	-0.09683934	23209	22	-	48840504	48839990
63948_at	9.03e-01	8.58e-01	-0.1785067	-7.16771	-0.01270904	63948	1	+	53705198	53705671
402397_at	9.03e-01	8.59e-01	0.1783797	-7.16774	0.01350384	402397	X	-	44220668	44220340
56159_at	9.03e-01	8.59e-01	-0.1783705	-7.16774	-0.01133591	56159	X	-	69689887	69665550
133558_at	9.03e-01	8.59e-01	0.1779756	-7.16781	0.00671251	133558	5	-	41100382	41033909
5338_at	9.03e-01	8.59e-01	0.1777083	-7.16786	0.02289259	5338	17	+	4673055	4673425
55057_at	9.03e-01	8.59e-01	-0.1775943	-7.16788	-0.01380969	55057	1	-	26544503	26544341
144363_at	9.04e-01	8.60e-01	-0.1766498	-7.16804	-0.03404049	144363	12	+	25248844	25249157
869_at	9.04e-01	8.60e-01	-0.1761679	-7.16813	-0.04580055	869	16	-	47870707	47870232
202459_at	9.04e-01	8.60e-01	-0.1760343	-7.16815	-0.00786694	202459	6	-	159182674	159182400
10450_at	9.05e-01	8.61e-01	-0.1755564	-7.16824	-0.02540304	10450	1	+	39983733	39991907
55511_at	9.05e-01	8.61e-01	-0.1753646	-7.16827	-0.00685671	55511	X	+	134821574	134822806
221806_at	9.05e-01	8.61e-01	-0.1749294	-7.16835	-0.02227079	221806	7	-	12339681	12337074
219557_at	9.05e-01	8.61e-01	0.1748238	-7.16836	0.01012701	219557	7	-	88261712	88261390
7294_at	9.06e-01	8.62e-01	-0.1743223	-7.16845	-0.02072607	7294	4	-	47764086	47763619
728904_at	9.06e-01	8.62e-01	-0.1743029	-7.16845	-0.00836347	728904	5	+	77290493	77290613
729961_at	9.06e-01	8.62e-01	0.1742353	-7.16847	0.01226106	729961	13	-	27433468	27433066
64940_at	9.06e-01	8.62e-01	-0.1739458	-7.16852	-0.04166875	64940	7	+	66411430	66423671
124925_at	9.06e-01	8.62e-01	0.1739342	-7.16852	0.06200191	124925	17	-	24307336	24306161
2647_at	9.06e-01	8.62e-01	-0.1737865	-7.16854	-0.04031575	2647	12	+	54396193	54399691
204851_at	9.06e-01	8.62e-01	-0.1737142	-7.16856	-0.02017051	204851	1	+	114314138	114321830
89782_at	9.06e-01	8.62e-01	-0.1736799	-7.16856	-0.01978842	89782	3	+	199232748	199249934
23351_at	9.06e-01	8.62e-01	0.1736212	-7.16857	0.05558548	23351	14	+	23976870	23980242
257_at	9.06e-01	8.62e-01	-0.1736163	-7.16857	-0.01603903	257	1	-	110404691	110404358
4212_at	9.06e-01	8.62e-01	0.1735705	-7.16858	0.06904151	4212	15	-	34971091	34970622
5365_at	9.06e-01	8.62e-01	0.1734158	-7.16861	0.0440516	5365	X	+	152696943	152697915
8364_at	9.06e-01	8.63e-01	-0.1729365	-7.16869	-0.0755582	8364	6	+	26212201	26212473
91464_at	9.06e-01	8.63e-01	-0.1728963	-7.1687	-0.00812388	91464	22	+	33812874	33813320
729614_at	9.06e-01	8.63e-01	0.1728105	-7.16871	0.00910448	729614	1	+	16033390	16033809
91057_at	9.06e-01	8.63e-01	0.172506	-7.16877	0.02286004	91057	11	-	27327263	27316731
80111_at	9.06e-01	8.63e-01	0.1724372	-7.16878	0.00874247	80111	3	-	135130191	135129682
6624_at	9.06e-01	8.63e-01	-0.1723431	-7.16879	-0.05389878	6624	7	+	5611499	5612781
84889_at	9.06e-01	8.63e-01	0.1721996	-7.16882	0.04789578	84889	X	-	70062652	70062187
79153_at	9.06e-01	8.64e-01	-0.1719974	-7.16885	-0.01946376	79153	16	-	30030972	30023705
79899_at	9.06e-01	8.64e-01	-0.1719258	-7.16887	-0.0497923	79899	11	+	36441243	36443027
2528_at	9.07e-01	8.64e-01	0.1716953	-7.1689	0.00952037	2528	19	-	5783239	5781936
51250_at	9.07e-01	8.64e-01	-0.171383	-7.16896	-0.02379702	51250	6	+	107467931	107479151
1072_at	9.07e-01	8.64e-01	-0.1711523	-7.169	-0.0419773	1072	11	-	65380213	65379009
54876_at	9.07e-01	8.64e-01	0.1710692	-7.16901	0.0553921	54876	4	-	17421314	17414063
112744_at	9.07e-01	8.64e-01	0.1710108	-7.16902	0.01101623	112744	6	-	52209877	52209732
1758_at	9.07e-01	8.65e-01	-0.1704334	-7.16912	-0.00542173	1758	4	+	88803338	88804468
7347_at	9.07e-01	8.65e-01	-0.1703056	-7.16914	-0.03076194	7347	13	+	75038915	75077932
5450_at	9.07e-01	8.65e-01	0.1702995	-7.16914	0.027618	5450	11	-	110728574	110728211
7827_at	9.08e-01	8.65e-01	-0.1698128	-7.16923	-0.01221989	7827	1	-	177786875	177786393
83894_at	9.08e-01	8.66e-01	-0.1693289	-7.16931	-0.01992722	83894	4	-	147960734	147847692
23126_at	9.08e-01	8.66e-01	0.1691925	-7.16933	0.0319066	23126	1	-	149642367	149641898
373861_at	9.08e-01	8.66e-01	-0.1689842	-7.16937	-0.0231024	373861	17	-	45604220	45603811
63935_at	9.08e-01	8.66e-01	0.1688608	-7.16939	0.02417997	63935	20	+	43996791	44009978
50624_at	9.08e-01	8.66e-01	-0.1687027	-7.16941	-0.01908755	50624	10	-	124583398	124581709
57587_at	9.08e-01	8.66e-01	-0.1686583	-7.16942	-0.00522268	57587	4	-	186327707	186327251
9154_at	9.08e-01	8.66e-01	0.1686412	-7.16942	0.00705643	9154	15	+	83239694	83289970
55130_at	9.08e-01	8.66e-01	-0.1685631	-7.16944	-0.01442317	55130	10	-	28189670	28141262
81872_at	9.09e-01	8.67e-01	0.1680696	-7.16952	0.00706533	81872	17	-	36456551	36456370
3851_at	9.09e-01	8.67e-01	-0.1679676	-7.16954	-0.01263102	3851	12	-	51487003	51486627
644728_at	9.09e-01	8.67e-01	0.16726	-7.16965	0.00750459	644728	X	+	108472015	108472469
56914_at	9.10e-01	8.68e-01	-0.1665699	-7.16977	-0.01255306	56914	20	+	16678573	16680138
6953_at	9.10e-01	8.68e-01	-0.1665107	-7.16978	-0.00819649	6953	6	-	167691224	167690697
348093_at	9.10e-01	8.68e-01	-0.1665024	-7.16978	-0.02889673	348093	15	-	62819656	62819207
144817_at	9.10e-01	8.68e-01	0.1660605	-7.16985	0.00956851	144817	13	-	44272168	44271834
221472_at	9.10e-01	8.68e-01	-0.1659006	-7.16988	-0.02518257	221472	6	+	37089375	37104771
28965_at	9.10e-01	8.68e-01	-0.1657197	-7.16991	-0.03240472	28965	5	+	128390775	128396809
84679_at	9.10e-01	8.69e-01	0.1652832	-7.16998	0.02034382	84679	X	-	46379996	46351327
285282_at	9.10e-01	8.69e-01	-0.1652219	-7.16999	-0.02918953	285282	3	-	121900008	121889650
54331_at	9.11e-01	8.69e-01	-0.1650546	-7.17002	-0.04655133	54331	14	+	51503028	51506203
51371_at	9.11e-01	8.70e-01	-0.1641329	-7.17017	-0.01821656	51371	13	+	28131286	28150840
85301_at	9.11e-01	8.70e-01	0.1639948	-7.17019	0.01229452	85301	9	+	115970148	116112768
439927_at	9.11e-01	8.70e-01	0.163876	-7.17021	0.00674745	439927	1	-	84867054	84866531
55677_at	9.12e-01	8.70e-01	0.1634324	-7.17029	0.01745711	55677	2	-	127979370	127954941
28563_at	9.12e-01	8.71e-01	0.1628491	-7.17038	0.00868559	28563	7	+	142043983	142044193
284382_at	9.12e-01	8.71e-01	0.1626869	-7.17041	0.01157113	284382	19	-	8669033	8668793
728448_at	9.12e-01	8.71e-01	0.1625592	-7.17043	0.02963109	728448	1	-	39784074	39767328
79729_at	9.12e-01	8.71e-01	0.1625458	-7.17043	0.01690047	79729	1	+	36558772	36559364
145942_at	9.12e-01	8.71e-01	0.1622242	-7.17048	0.00473685	145942	15	+	36030531	36030887
55281_at	9.12e-01	8.71e-01	0.1620649	-7.17051	0.05262552	55281	7	+	134500635	134500971
9874_at	9.12e-01	8.71e-01	-0.1620641	-7.17051	-0.02479365	9874	2	-	171618518	171557060
7694_at	9.13e-01	8.72e-01	-0.1614685	-7.1706	-0.04991049	7694	19	+	63272215	63272538
10249_at	9.13e-01	8.72e-01	-0.1614574	-7.17061	-0.00510692	10249	11	-	58234625	58232905
8712_at	9.13e-01	8.72e-01	0.1613554	-7.17062	0.01173664	8712	X	-	49345484	49339060
649798_at	9.13e-01	8.72e-01	-0.1611439	-7.17066	-0.01352075	649798	11	-	1551257	1551183
65057_at	9.13e-01	8.72e-01	-0.1608335	-7.17071	-0.02683885	65057	16	-	66249717	66248984
90288_at	9.13e-01	8.72e-01	0.1607949	-7.17071	0.01781458	90288	3	-	130604063	130602914
29079_at	9.13e-01	8.72e-01	0.1607231	-7.17072	0.0213344	29079	13	-	47549223	47548121
149954_at	9.13e-01	8.73e-01	0.1605901	-7.17075	0.01164942	149954	20	+	31149108	31159242
126_at	9.13e-01	8.73e-01	0.1604842	-7.17076	0.0092905	126	4	-	100480768	100476797
146861_at	9.14e-01	8.73e-01	0.159757	-7.17088	0.00675374	146861	17	-	30544199	30543706
55879_at	9.14e-01	8.73e-01	0.1596297	-7.1709	0.00786321	55879	X	+	151571895	151572385
84133_at	9.14e-01	8.74e-01	-0.1591834	-7.17097	-0.03863654	84133	22	+	27782856	27783395
51605_at	9.14e-01	8.74e-01	-0.1589377	-7.17101	-0.0224411	51605	20	-	5879087	5866540
4010_at	9.14e-01	8.74e-01	0.1588784	-7.17102	0.01232214	4010	9	+	128495356	128498515
8031_at	9.15e-01	8.74e-01	-0.1582956	-7.17111	-0.02757238	8031	10	+	51260165	51260607
919_at	9.15e-01	8.75e-01	-0.1578816	-7.17118	-0.01546983	919	1	-	165667169	165666688
3489_at	9.15e-01	8.75e-01	0.1578783	-7.17118	0.07970074	3489	12	+	51781096	51782255
319085_at	9.15e-01	8.75e-01	0.1575489	-7.17123	0.00667333	319085	14	+	92607715	92607998
64978_at	9.15e-01	8.75e-01	0.1574063	-7.17125	0.03618345	64978	17	-	71412336	71406896
282775_at	9.15e-01	8.75e-01	-0.1573909	-7.17125	-0.00619104	282775	11	+	55701095	55701331
6329_at	9.15e-01	8.75e-01	0.1571922	-7.17128	0.01211191	6329	17	-	59370183	59369719
3605_at	9.15e-01	8.75e-01	-0.1570387	-7.17131	-0.00386699	3605	6	+	52162190	52163335
400765_at	9.15e-01	8.75e-01	0.1570105	-7.17131	0.05104161	400765	1	-	98281862	98281774
1672_at	9.15e-01	8.75e-01	-0.1568603	-7.17134	-0.02213418	1672	8	-	6715716	6715600
9442_at	9.15e-01	8.76e-01	0.156797	-7.17135	0.02322212	9442	9	-	133725817	133725403
55624_at	9.15e-01	8.76e-01	0.1567593	-7.17135	0.03134103	55624	1	-	46435035	46427103
170589_at	9.15e-01	8.76e-01	0.1566069	-7.17138	0.01213154	170589	11	-	64459049	64458653
84893_at	9.16e-01	8.76e-01	-0.1563261	-7.17142	-0.02457274	84893	10	+	6018439	6019306
51471_at	9.16e-01	8.76e-01	-0.1562873	-7.17143	-0.00773742	51471	2	-	73781679	73781251
1360_at	9.16e-01	8.76e-01	-0.1559617	-7.17148	-0.01939846	1360	3	+	150045983	150060440
11320_at	9.16e-01	8.76e-01	-0.15559	-7.17153	-0.02933936	11320	2	-	98608672	98602069
11147_at	9.16e-01	8.77e-01	-0.1553779	-7.17157	-0.04157481	11147	1	+	70593333	70606227
9683_at	9.16e-01	8.77e-01	0.1553666	-7.17157	0.0121998	9683	16	-	47134450	47130159
5187_at	9.16e-01	8.77e-01	-0.1553033	-7.17158	-0.02772617	5187	17	-	7985085	7984568
10142_at	9.16e-01	8.77e-01	-0.1552317	-7.17159	-0.01415807	10142	7	+	91508454	91577780
28461_at	9.16e-01	8.77e-01	0.1551168	-7.17161	0.02574363	28461	14	-	106241381	106241054
56244_at	9.16e-01	8.77e-01	-0.1549089	-7.17164	-0.00761457	56244	6	-	32472061	32470500
83889_at	9.16e-01	8.77e-01	-0.1549044	-7.17164	-0.00943521	83889	19	-	43075126	43072618
3713_at	9.16e-01	8.77e-01	0.1545491	-7.1717	0.01442702	3713	1	+	151150647	151150898
80895_at	9.16e-01	8.77e-01	-0.1544887	-7.1717	-0.02016741	80895	2	-	238755519	238743871
116093_at	9.17e-01	8.78e-01	-0.1540618	-7.17177	-0.00532104	116093	2	-	189307189	189306727
167227_at	9.17e-01	8.78e-01	-0.1540275	-7.17178	-0.01490589	167227	5	+	112377581	112384472
119467_at	9.17e-01	8.78e-01	-0.1536894	-7.17183	-0.00910996	119467	10	-	129566619	129566125
84775_at	9.17e-01	8.78e-01	0.1536721	-7.17183	0.0265228	84775	19	-	42879633	42879131
1147_at	9.17e-01	8.78e-01	0.1535016	-7.17186	0.02478415	1147	10	-	101938545	101938285
64078_at	9.18e-01	8.79e-01	0.1528157	-7.17196	0.01033841	64078	9	-	86085585	86082975
140612_at	9.18e-01	8.79e-01	0.1525844	-7.172	0.02830826	140612	19	+	61757998	61759846
26212_at	9.18e-01	8.79e-01	0.1524521	-7.17202	0.00669159	26212	6	+	28033400	28033741
90835_at	9.18e-01	8.79e-01	-0.1523988	-7.17202	-0.02571134	90835	16	-	30678249	30676293
6541_at	9.18e-01	8.79e-01	0.1523754	-7.17203	0.0228425	6541	13	-	28989710	28981576
346606_at	9.18e-01	8.79e-01	0.1523166	-7.17204	0.00654168	346606	7	-	100628631	100626032
9096_at	9.18e-01	8.79e-01	0.152161	-7.17206	0.01046767	9096	6	-	85510735	85503154
10317_at	9.18e-01	8.79e-01	-0.1521471	-7.17206	-0.00561956	10317	21	+	39956171	39956611
140947_at	9.18e-01	8.79e-01	-0.1520806	-7.17207	-0.00746506	140947	5	-	134808137	134807847
28714_at	9.18e-01	8.79e-01	0.1520664	-7.17208	0.01249445	28714	14	+	22036493	22036497
286075_at	9.18e-01	8.80e-01	-0.1515569	-7.17215	-0.0146057	286075	8	+	144848984	144849462
1366_at	9.18e-01	8.80e-01	-0.1514663	-7.17217	-0.01225318	1366	17	-	7104948	7104269
646522_at	9.18e-01	8.80e-01	0.1514231	-7.17217	0.00795509	646522	11	-	133159198	133158797
254295_at	9.18e-01	8.80e-01	0.1513041	-7.17219	0.05724513	254295	9	+	130743554	130744016
130026_at	9.18e-01	8.80e-01	0.151044	-7.17223	0.01233704	130026	2	-	203442517	203392685
152065_at	9.18e-01	8.80e-01	-0.1510314	-7.17223	-0.00905617	152065	3	-	127754862	127751291
125704_at	9.18e-01	8.80e-01	-0.1508489	-7.17226	-0.05691617	125704	18	-	70254464	70254009
257240_at	9.18e-01	8.80e-01	0.1507448	-7.17227	0.01733728	257240	X	-	21583872	21583541
9992_at	9.19e-01	8.81e-01	0.1501481	-7.17236	0.0123316	9992	21	+	34664724	34665227
5076_at	9.19e-01	8.81e-01	0.1496802	-7.17243	0.00740867	5076	10	+	102578496	102579603
79864_at	9.19e-01	8.81e-01	-0.1495262	-7.17246	-0.01961136	79864	11	+	122281240	122335530
23650_at	9.20e-01	8.82e-01	-0.1490018	-7.17254	-0.00978297	23650	11	-	119496493	119487264
11005_at	9.20e-01	8.82e-01	-0.1488456	-7.17256	-0.03109804	11005	5	+	147486777	147496981
55766_at	9.20e-01	8.82e-01	0.1487336	-7.17258	0.02975633	55766	12	+	14818666	14822145
133688_at	9.20e-01	8.82e-01	0.1487101	-7.17258	0.00539767	133688	5	-	36027173	35989042
54496_at	9.20e-01	8.82e-01	0.1484173	-7.17262	0.02149473	54496	16	+	66944919	66948598
170482_at	9.20e-01	8.82e-01	-0.1483792	-7.17263	-0.00385292	170482	12	-	7781397	7773315
375346_at	9.20e-01	8.82e-01	-0.1482673	-7.17264	-0.01981058	375346	3	-	52849483	52849076
5544_at	9.20e-01	8.82e-01	0.1479918	-7.17269	0.01203671	5544	12	-	11311624	11310157
5434_at	9.20e-01	8.83e-01	-0.1478416	-7.17271	-0.02663556	5434	19	-	1044906	1039219
91074_at	9.20e-01	8.83e-01	-0.1474155	-7.17277	-0.00590523	91074	10	+	37548586	37561477
796_at	9.20e-01	8.83e-01	0.1473546	-7.17278	0.005565	796	11	-	14949292	14944822
389320_at	9.21e-01	8.83e-01	0.1468332	-7.17286	0.00529622	389320	5	+	125995337	125999805
79969_at	9.21e-01	8.83e-01	-0.1467894	-7.17286	-0.04447199	79969	6	+	30719873	30722457
254427_at	9.21e-01	8.83e-01	-0.1467439	-7.17287	-0.01386933	254427	10	+	11952537	11954201
6822_at	9.21e-01	8.84e-01	-0.146297	-7.17293	-0.00420091	6822	19	-	53074156	53065724
116255_at	9.21e-01	8.84e-01	0.1462565	-7.17294	0.0112079	116255	2	+	223267346	223282815
219537_at	9.21e-01	8.84e-01	0.146148	-7.17296	0.01220672	219537	11	+	57070306	57074276
9906_at	9.21e-01	8.84e-01	-0.1459179	-7.17299	-0.01767217	9906	1	-	1653746	1653569
9486_at	9.21e-01	8.84e-01	0.145645	-7.17303	0.02075619	9486	2	-	100375252	100374896
645_at	9.21e-01	8.84e-01	-0.1456212	-7.17303	-0.0416294	645	19	-	45649166	45645608
51109_at	9.21e-01	8.84e-01	-0.1454786	-7.17305	-0.02288241	51109	14	-	67214417	67213456
8644_at	9.21e-01	8.85e-01	-0.1453702	-7.17307	-0.09291774	8644	10	+	5134298	5139826
196477_at	9.22e-01	8.85e-01	0.1449344	-7.17313	0.00631666	196477	12	-	89871743	89871382
2899_at	9.22e-01	8.85e-01	-0.1449148	-7.17313	-0.007593	2899	1	-	37039772	37039269
10086_at	9.22e-01	8.85e-01	0.1446966	-7.17317	0.01164777	10086	8	-	133157523	133145301
8975_at	9.22e-01	8.85e-01	-0.1446364	-7.17318	-0.03173736	8975	3	+	180961698	180984586
1893_at	9.22e-01	8.86e-01	0.1438956	-7.17328	0.04377997	1893	1	+	148751485	148752527
5705_at	9.22e-01	8.86e-01	0.1438459	-7.17329	0.01572272	5705	17	+	59262139	59263063
7391_at	9.22e-01	8.86e-01	-0.1438262	-7.17329	-0.02089872	7391	1	-	159276223	159275757
65083_at	9.22e-01	8.86e-01	-0.1436477	-7.17332	-0.01342096	65083	9	-	33462282	33451630
6369_at	9.22e-01	8.86e-01	0.1435196	-7.17334	0.01125268	6369	7	-	75280943	75279055
2512_at	9.23e-01	8.86e-01	0.1432934	-7.17337	0.02381057	2512	19	+	54160588	54161888
55024_at	9.23e-01	8.86e-01	0.1432129	-7.17338	0.02036626	55024	4	+	103058291	103214794
27336_at	9.23e-01	8.86e-01	-0.143119	-7.17339	-0.02275065	27336	X	+	135407481	135422052
10404_at	9.23e-01	8.86e-01	0.1429076	-7.17342	0.0548755	10404	8	+	98047399	98224820
84959_at	9.23e-01	8.87e-01	0.1424407	-7.17349	0.01900045	84959	11	+	122174886	122190314
191585_at	9.23e-01	8.87e-01	-0.1423626	-7.1735	-0.00637165	191585	21	-	41472255	41470714
9413_at	9.23e-01	8.87e-01	0.142021	-7.17355	0.06111319	9413	9	+	71196633	71197131
440270_at	9.23e-01	8.87e-01	-0.1418768	-7.17357	-0.05825999	440270	15	-	32605717	32605551
29989_at	9.23e-01	8.87e-01	0.1417444	-7.17359	0.01403072	29989	9	-	135072507	135071532
23523_at	9.23e-01	8.87e-01	0.1416248	-7.17361	0.02644543	23523	22	+	22904038	22904520
