source,target,weight
FGF2,KLF4,0.743
KLF4,SOX2,0.998
KLF4,MYC,0.945
ATF3,KLF6,0.721
GZMB,KLRD1,0.863
KLRD1,NKG7,0.907
CD274,KLRD1,0.78
FCGR3B,KLRD1,0.795
FCGR3A,KLRD1,0.801
KLRD1,KLRF1,0.815
GNLY,KLRD1,0.904
KLRD1,PRF1,0.951
KLRD1,KLRF1,0.815
KLRF1,PRF1,0.734
GNLY,KLRF1,0.744
KRAS,MLH1,0.868
KRAS,RUNX3,0.71
KRAS,PTGS2,0.718
CDH1,KRAS,0.723
KRAS,RASAL1,0.741
KRAS,PAX8,0.747
KRAS,NTRK3,0.757
AREG,KRAS,0.766
CD274,KRAS,0.774
FGF2,KRAS,0.82
IL6,KRAS,0.823
EGF,KRAS,0.854
KRAS,ROS1,0.862
KRAS,MYC,0.872
KRAS,NOS1,0.903
KRAS,PTEN,0.936
AGER,KRAS,0.944
FGFR4,KRAS,0.948
ERBB2,KRAS,0.966
KRAS,MET,0.979
KRAS,RASSF1,0.987
ALK,KRAS,0.989
CDKN2A,KRAS,0.992
EGFR,KRAS,0.997
BRAF,KRAS,0.999
KRT15,KRT6A,0.766
KRT6A,SPRR1A,0.713
KRT15,KRT6A,0.766
LAMA3,MMP7,0.701
ITGA1,LAMA3,0.746
ITGA8,LAMA3,0.81
COL17A1,LAMA3,0.972
CD207,LAMP3,0.753
EGFR,LAPTM4B,0.927
KLF1,LDB2,0.802
LDB2,TAL1,0.995
LGR4,RSPO1,0.999
CSF3,LIFR,0.817
EGF,LIFR,0.788
IL6,LIFR,0.956
CBFB,LIFR,0.75
ANGPTL1,LILRB2,0.807
FCGR3A,LILRB2,0.811
LILRB2,MNDA,0.797
GNLY,LILRB2,0.703
DLG3,LIN7A,0.771
CETP,LPL,0.94
FABP4,LPL,0.965
CLU,LPL,0.773
LPL,PLPP2,0.913
IL6,LPL,0.707
CD36,LPL,0.877
GPIHBP1,LPL,0.999
EGFR,LRIG3,0.779
LRIG3,ROS1,0.74
APC,LRRK2,0.745
LRRK2,SH3GL3,0.872
LRRK2,SH3GL2,0.887
LRRK2,SFN,0.975
LRRK2,SNCA,0.986
CDH5,LYVE1,0.707
LYVE1,VWF,0.724
HYAL2,LYVE1,0.732
EMCN,LYVE1,0.746
LYVE1,PECAM1,0.822
HMMR,LYVE1,0.853
ATF3,MAFF,0.868
IL6,MAP3K8,0.764
MARCO,SCGB3A2,0.789
MDK,PTPRB,0.825
ALK,MDK,0.997
DLGAP5,MELK,0.982
E2F8,MELK,0.745
CCNB1,MELK,0.972
ANLN,MELK,0.831
CDCA5,MELK,0.875
BUB1B,MELK,0.953
CCNB2,MELK,0.975
MELK,UBE2T,0.706
MELK,TYMS,0.737
DEPDC1,MELK,0.751
MELK,TK1,0.792
CDC25C,MELK,0.821
MELK,NEK2,0.822
MELK,PCLAF,0.871
CDC45,MELK,0.876
HMMR,MELK,0.884
EXO1,MELK,0.9
CDCA8,MELK,0.902
MELK,ZWINT,0.903
CENPF,MELK,0.919
HJURP,MELK,0.924
KIF20A,MELK,0.929
MELK,NUSAP1,0.93
MELK,TTK,0.931
MELK,RRM2,0.933
CCNA2,MELK,0.939
ASPM,MELK,0.946
MELK,UBE2C,0.948
MELK,TOP2A,0.955
CEP55,MELK,0.956
MELK,TPX2,0.958
KIF4A,MELK,0.964
CDC20,MELK,0.964
KRAS,MET,0.979
CDH1,MET,0.959
FGF2,MET,0.905
EGF,MET,0.945
ERBB2,MET,0.847
EGFR,MET,0.996
EFNA4,MET,0.741
BDNF,MET,0.742
CD274,MET,0.743
MET,MMP9,0.746
MET,PTEN,0.755
ANGPT1,MET,0.77
MET,SH3GL3,0.782
AREG,MET,0.804
IL6,MET,0.856
CXCL12,MET,0.902
MET,S100A8,0.927
MFAP4,MFAP5,0.713
EFEMP1,MFAP4,0.784
MFAP4,MFAP5,0.713
MGMT,MLH1,0.866
MGMT,XRCC1,0.731
EGFR,MGMT,0.821
EXO1,MGMT,0.709
MGMT,PTEN,0.711
GSTP1,MGMT,0.725
DAPK1,MGMT,0.783
MGMT,RASSF1,0.868
CDKN2A,MGMT,0.876
ADH1B,MGST1,0.701
GSTM3,MGST1,0.812
GPX3,MGST1,0.788
ALDH3A1,MGST1,0.719
GSTP1,MGST1,0.83
IL6,MIF,0.708
CXCL12,MIF,0.737
MIF,SOD1,0.744
CXCR2,MIF,0.993
MLH1,TGFBR2,0.702
MLH1,RASSF1,0.721
MLH1,XRCC1,0.773
ERCC5,MLH1,0.823
MLH1,PTEN,0.83
ERCC4,MLH1,0.848
CDKN2A,MLH1,0.855
MGMT,MLH1,0.866
KRAS,MLH1,0.868
BRAF,MLH1,0.876
EXO1,MLH1,0.999
MME,PAX8,0.719
CD1A,MME,0.759
CD19,MME,0.954
MME,TAC1,0.721
CR2,MME,0.795
MMP1,MMP11,0.772
COL1A1,MMP1,0.767
MMP1,MMP7,0.878
FGF2,MMP1,0.737
EGF,MMP1,0.778
CXCL5,MMP1,0.729
MMP1,MMP3,0.985
CXCL8,MMP1,0.762
MMP1,PTGS2,0.757
IL6,MMP1,0.854
MMP1,MMP9,0.974
COL11A1,MMP11,0.732
MMP11,MMP7,0.75
MMP1,MMP11,0.772
COL10A1,MMP11,0.812
MMP12,MMP7,0.737
MMP12,MMP3,0.764
IL6,MMP12,0.743
COL1A1,MMP13,0.702
CXCL8,MMP13,0.732
IL6,MMP13,0.757
CBFB,MMP13,0.794
COL10A1,MMP13,0.936
IBSP,MMP3,0.922
HBEGF,MMP3,0.843
MMP3,MMP7,0.787
CDH1,MMP3,0.739
FGF2,MMP3,0.743
EGFR,MMP3,0.737
MMP12,MMP3,0.764
CXCL8,MMP3,0.821
IL6,MMP3,0.887
MMP3,MMP9,0.956
MMP1,MMP3,0.985
MMP3,SPP1,0.997
MMP11,MMP7,0.75
HBEGF,MMP7,0.768
LAMA3,MMP7,0.701
MMP12,MMP7,0.737
MMP3,MMP7,0.787
CDH1,MMP7,0.819
MMP1,MMP7,0.878
MMP7,MMP9,0.883
MMP7,SPP1,0.941
COL1A1,MMP9,0.84
IBSP,MMP9,0.928
HBEGF,MMP9,0.95
MMP7,MMP9,0.883
MMP9,VWF,0.805
CDH1,MMP9,0.957
FGF2,MMP9,0.919
EGF,MMP9,0.741
MMP9,SCUBE3,0.845
EGFR,MMP9,0.827
CXCL13,MMP9,0.701
CXCL5,MMP9,0.83
COL1A2,MMP9,0.904
MMP3,MMP9,0.956
COL3A1,MMP9,0.745
CXCL8,MMP9,0.88
CLU,MMP9,0.718
MET,MMP9,0.746
CXCR2,MMP9,0.78
MMP1,MMP9,0.974
MMP9,THBS2,0.968
MMP9,PTGS2,0.815
MMP9,S100A12,0.707
MMP9,PTEN,0.766
MMP9,MYC,0.704
BDNF,MMP9,0.74
MMP9,PECAM1,0.743
CLDN5,MMP9,0.756
MMP9,RECK,0.758
CXCL12,MMP9,0.891
MMP9,SPP1,0.947
IL6,MMP9,0.959
EDN1,MMP9,0.963
MMRN1,VWF,0.72
MMRN2,USHBP1,0.754
MMRN2,ROBO4,0.736
CLEC14A,MMRN2,0.927
FCGR3A,MNDA,0.851
FCGR3B,MNDA,0.705
LILRB2,MNDA,0.797
MTHFR,TYMS,0.991
GSTP1,MTHFR,0.725
MUC16,MUC20,0.865
MUC16,MUC5B,0.867
MUC16,MUC20,0.865
MUC20,MUC5B,0.917
MUC16,MUC5B,0.867
AGR2,MUC5B,0.726
MUC20,MUC5B,0.917
EGR1,MYC,0.873
FOSB,MYC,0.712
KLF2,MYC,0.779
KRAS,MYC,0.872
CCNB1,MYC,0.872
CDH1,MYC,0.804
EPAS1,MYC,0.932
FGF2,MYC,0.708
EGF,MYC,0.836
ERBB2,MYC,0.886
EGFR,MYC,0.875
CDKN2B,MYC,0.966
MYC,SOX2,0.958
ATF3,MYC,0.737
E2F1,MYC,0.995
ANXA2,MYC,0.951
MYC,PTGS2,0.715
MYC,PTEN,0.908
MMP9,MYC,0.704
KLF4,MYC,0.945
ALK,MYC,0.896
MYC,RUNX3,0.837
IL6,MYC,0.73
CDKN2A,MYC,0.998
BRAF,MYC,0.722
CCNA2,MYC,0.734
MYC,TFAP2A,0.938
ACTN2,NEBL,0.808
EGFR,NEDD4L,0.818
NEDD4L,SCNN1G,0.997
NEDD4L,SFN,0.916
DLG3,NEDD4L,0.922
DLGAP5,NEK2,0.963
E2F8,NEK2,0.753
CCNB1,NEK2,0.91
DEPDC1B,NEK2,0.723
ANLN,NEK2,0.787
CDCA5,NEK2,0.722
BUB1B,NEK2,0.999
CCNB2,NEK2,0.902
MELK,NEK2,0.822
NEK2,TPX2,0.942
CDC25C,NEK2,0.814
NEK2,UBE2C,0.923
NEK2,RRM2,0.724
CENPF,NEK2,0.97
NEK2,ZWINT,0.785
HJURP,NEK2,0.812
NEK2,TTK,0.845
DEPDC1,NEK2,0.847
KIF4A,NEK2,0.858
HMMR,NEK2,0.87
CDCA8,NEK2,0.9
NEK2,NUSAP1,0.905
CEP55,NEK2,0.912
ASPM,NEK2,0.916
NEK2,TOP2A,0.928
CCNA2,NEK2,0.943
KIF20A,NEK2,0.948
CDC20,NEK2,0.999
NFIB,SOX2,0.757
GZMB,NKG7,0.917
FGFBP2,NKG7,0.77
KLRD1,NKG7,0.907
NKG7,PRF1,0.933
GNLY,NKG7,0.951
GNG11,NMU,0.711
GPER1,NMU,0.707
KRAS,NOS1,0.903
GUCY1A2,NOS1,0.912
NOS1,XDH,0.923
ITGA8,NPNT,0.999
FRAS1,NPNT,0.869
GSTP1,NQO1,0.728
GPX3,NQO1,0.733
EGR1,NR4A1,0.873
FOSB,NR4A1,0.907
EGR3,NR4A1,0.85
ATF3,NR4A1,0.772
NR4A1,NR4A2,0.782
NR4A1,NR4A3,0.817
EGR1,NR4A2,0.808
FOSB,NR4A2,0.903
ATF3,NR4A2,0.75
NR4A2,SNCA,0.748
NR4A1,NR4A2,0.782
NR4A2,NR4A3,0.842
FOSB,NR4A3,0.736
EGR3,NR4A3,0.709
NR4A2,NR4A3,0.842
CBFB,NR4A3,0.75
NR4A1,NR4A3,0.817
BDNF,NRN1,0.825
KRAS,NTRK3,0.757
ERBB2,NTRK3,0.717
GDNF,NTRK3,0.972
BDNF,NTRK3,0.999
DLGAP5,NUSAP1,0.965
CCNB1,NUSAP1,0.923
ANLN,NUSAP1,0.712
CDCA5,NUSAP1,0.832
BUB1B,NUSAP1,0.953
CCNB2,NUSAP1,0.962
MELK,NUSAP1,0.93
NUSAP1,PCLAF,0.914
NUSAP1,TPX2,0.964
NUSAP1,TYMS,0.905
NUSAP1,UBE2C,0.964
NUSAP1,RRM2,0.951
EXO1,NUSAP1,0.742
CENPF,NUSAP1,0.944
NEK2,NUSAP1,0.905
ASPM,NUSAP1,0.94
NUSAP1,TTK,0.926
CEP55,NUSAP1,0.93
CDC20,NUSAP1,0.946
CDCA8,NUSAP1,0.949
NUSAP1,ZWINT,0.902
KIF4A,NUSAP1,0.924
HMMR,NUSAP1,0.896
KIF20A,NUSAP1,0.956
CDC45,NUSAP1,0.895
NUSAP1,TOP2A,0.999
DEPDC1,NUSAP1,0.711
HJURP,NUSAP1,0.926
NUSAP1,TK1,0.747
CCNA2,NUSAP1,0.922
KRAS,PAX8,0.747
MME,PAX8,0.719
FOXE1,PAX8,0.94
DLGAP5,PCLAF,0.881
CCNB1,PCLAF,0.796
BUB1B,PCLAF,0.875
CCNB2,PCLAF,0.882
MELK,PCLAF,0.871
PCLAF,TPX2,0.724
HMMR,PCLAF,0.754
HJURP,PCLAF,0.763
PCLAF,UBE2T,0.785
PCLAF,TTK,0.81
PCLAF,TK1,0.82
KIF20A,PCLAF,0.826
CDC45,PCLAF,0.833
CDCA8,PCLAF,0.839
PCLAF,UHRF1,0.854
PCLAF,TYMS,0.859
CEP55,PCLAF,0.861
CDC20,PCLAF,0.881
CCNA2,PCLAF,0.886
CENPF,PCLAF,0.898
PCLAF,RRM2,0.907
ASPM,PCLAF,0.909
PCLAF,ZWINT,0.913
NUSAP1,PCLAF,0.914
PCLAF,TOP2A,0.92
PCLAF,UBE2C,0.938
COL1A1,PCOLCE2,0.703
GUCY1A2,PDE5A,0.804
ADCY8,PDE5A,0.863
CTNND2,PDZD2,0.925
CD93,PECAM1,0.792
LYVE1,PECAM1,0.822
PECAM1,VWF,0.918
FGF2,PECAM1,0.801
ESAM,PECAM1,0.728
EMCN,PECAM1,0.803
CXCL8,PECAM1,0.733
PECAM1,SELE,0.959
FCGR3A,PECAM1,0.781
MMP9,PECAM1,0.743
PECAM1,TIE1,0.827
PECAM1,TEK,0.842
CXCL12,PECAM1,0.745
CLDN5,PECAM1,0.845
IL6,PECAM1,0.709
CD36,PECAM1,0.851
FCGR3B,PECAM1,0.744
CD24,PECAM1,0.847
CDH5,PECAM1,0.999
PIP5K1B,PLCB4,0.724
PIP5K1B,PTEN,0.917
PITX2,TFAP2A,0.701
PLA2G1B,PTGS2,0.748
PLA2G1B,PLA2G4A,0.814
PLA2G1B,PLA2G4A,0.814
ANXA1,PLA2G4A,0.813
PLA2G4A,PTGS2,0.962
GNG11,PLCB4,0.703
PIP5K1B,PLCB4,0.724
EGFR,PLCB4,0.714
PLCB4,PTEN,0.915
GPD1,PLPP2,0.85
PLPP2,UGT8,0.929
PLPP2,SGPP2,0.964
LPL,PLPP2,0.913
PPBP,VWF,0.773
CXCL13,PPBP,0.853
CXCL3,PPBP,0.765
CXCL5,PPBP,0.833
CXCL2,PPBP,0.775
ACKR1,PPBP,0.836
CXCL14,PPBP,0.996
CXCR2,PPBP,0.999
CXCL12,PPBP,0.999
ERO1A,PPP1R15A,0.726
ATF3,PPP1R15A,0.896
GZMB,PRF1,0.999
NKG7,PRF1,0.933
CD69,PRF1,0.799
IL7R,PRF1,0.713
KLRD1,PRF1,0.951
PRF1,STX11,0.826
FCGR3A,PRF1,0.891
CD274,PRF1,0.719
KLRF1,PRF1,0.734
FCGR3B,PRF1,0.889
GNLY,PRF1,0.999
PRKCI,RHOJ,0.823
PRKCI,PTEN,0.933
KISS1R,PROK2,0.918
ANOS1,PROK2,0.945
GPT2,PSAT1,0.724
MLH1,PTEN,0.83
EGR1,PTEN,0.789
KRAS,PTEN,0.936
CDH1,PTEN,0.93
EGF,PTEN,0.746
PIP5K1B,PTEN,0.917
ERBB2,PTEN,0.868
EGFR,PTEN,0.969
PRKCI,PTEN,0.933
MGMT,PTEN,0.711
MET,PTEN,0.755
PTEN,SOX2,0.743
CAV1,PTEN,0.912
E2F1,PTEN,0.839
CD274,PTEN,0.714
ALK,PTEN,0.722
MMP9,PTEN,0.766
MYC,PTEN,0.908
PLCB4,PTEN,0.915
CDKN2A,PTEN,0.923
BRAF,PTEN,0.943
PTGDS,PTGS2,0.945
HBEGF,PTGS2,0.83
KRAS,PTGS2,0.718
FGF2,PTGS2,0.79
ERBB2,PTGS2,0.828
EGFR,PTGS2,0.836
CXCL8,PTGS2,0.975
PLA2G1B,PTGS2,0.748
MMP1,PTGS2,0.757
CAV1,PTGS2,0.826
PLA2G4A,PTGS2,0.962
PTGS2,XDH,0.704
MYC,PTGS2,0.715
MMP9,PTGS2,0.815
CXCL2,PTGS2,0.819
PTGDS,PTGS2,0.945
IL6,PTGS2,0.96
ANGPT1,PTPRB,0.705
PTPRB,TIE1,0.75
MDK,PTPRB,0.825
PTPRB,TEK,0.896
CDH5,PTPRB,0.982
FGF2,PTX3,0.982
IL6,PTX3,0.806
FCN1,PTX3,0.982
BRAF,QKI,0.74
BUB1B,RAD54L,0.745
EXO1,RAD54L,0.832
CDCA8,RAD54L,0.761
CDC45,RAD54L,0.856
RAMP2,RAMP3,0.991
RAMP2,VIPR1,0.942
CALCRL,RAMP2,0.999
RAMP3,VIPR1,0.753
RAMP2,RAMP3,0.991
CALCRL,RAMP3,0.999
ADCY8,RAPGEF4,0.971
ADRB2,RAPGEF4,0.753
CRABP2,RARA,0.902
RARA,ZBTB16,0.997
KRAS,RASAL1,0.741
MLH1,RASSF1,0.721
KRAS,RASSF1,0.987
CDH13,RASSF1,0.906
MGMT,RASSF1,0.868
FHIT,RASSF1,0.72
CDC20,RASSF1,0.808
DAPK1,RASSF1,0.811
GSTP1,RASSF1,0.811
CDKN2A,RASSF1,0.894
RECK,SPARC,0.761
MMP9,RECK,0.758
CCNB1,RGCC,0.81
PRKCI,RHOJ,0.823
EXO1,RMI2,0.887
CDH5,ROBO4,0.707
CLDN5,ROBO4,0.732
MMRN2,ROBO4,0.736
ROBO4,SLIT2,0.998
KRAS,ROS1,0.862
LRIG3,ROS1,0.74
CD274,ROS1,0.761
CDH1,RPSA,0.829
DLGAP5,RRM2,0.95
E2F8,RRM2,0.805
CCNB1,RRM2,0.905
GINS1,RRM2,0.819
ANLN,RRM2,0.785
BUB1B,RRM2,0.922
CCNB2,RRM2,0.913
MELK,RRM2,0.933
PCLAF,RRM2,0.907
RRM2,TPX2,0.943
RRM2,TYMS,0.939
E2F1,RRM2,0.798
RRM2,UBE2C,0.931
NEK2,RRM2,0.724
EXO1,RRM2,0.788
HMMR,RRM2,0.807
RRM2,TTK,0.82
CENPF,RRM2,0.822
RRM2,UHRF1,0.85
ASPM,RRM2,0.854
CDCA8,RRM2,0.861
HJURP,RRM2,0.866
CDC45,RRM2,0.87
CDC20,RRM2,0.907
RRM2,TK1,0.914
KIF4A,RRM2,0.927
KIF20A,RRM2,0.935
CCNA2,RRM2,0.939
RRM2,ZWINT,0.942
CEP55,RRM2,0.945
NUSAP1,RRM2,0.951
RRM2,TOP2A,0.956
ABCA4,RS1,0.771
EGF,RSPO1,0.861
LGR4,RSPO1,0.999
KRAS,RUNX3,0.71
RUNX3,SPP1,0.827
CDKN2A,RUNX3,0.789
MYC,RUNX3,0.837
CBFB,RUNX3,0.999
EGFR,S100A10,0.819
KCNK3,S100A10,0.957
ANXA2,S100A10,0.999
CAVIN1,S100A10,0.729
S100A10,S100A3,0.74
ANXA1,S100A10,0.977
CXCL8,S100A12,0.815
S100A12,S100A8,0.995
MMP9,S100A12,0.707
FCGR3B,S100A12,0.724
AGER,S100A12,0.999
S100A2,S100A3,0.767
S100A10,S100A3,0.74
S100A2,S100A3,0.767
CDH1,S100A8,0.944
CXCL8,S100A8,0.763
MET,S100A8,0.927
S100A12,S100A8,0.995
AGER,S100P,0.962
CD69,S1PR1,0.995
KLF2,S1PR1,0.856
GPC3,SALL4,0.729
SALL4,TBX3,0.829
SALL4,SOX2,0.983
SCEL,SULF1,0.752
GREM1,SCG5,0.761
SCGB1A1,SFTPD,0.837
SCGB1A1,SFTPC,0.95
SCGB1A1,SCGB3A2,0.95
SCGB1A1,SCGB3A2,0.95
MARCO,SCGB3A2,0.789
SCGB3A2,SFTPC,0.85
ATP1A2,SCN1A,0.926
SCN1A,SCN4B,0.996
SCN4B,SCNN1G,0.906
SCN1A,SCN4B,0.996
ANK2,SCN4B,0.862
SCN4B,SCN7A,0.936
SCN4B,SCN7A,0.936
SCN4B,SCNN1G,0.906
NEDD4L,SCNN1G,0.997
MMP9,SCUBE3,0.845
SCUBE3,TGFBR2,0.875
CSF3,SELE,0.716
SELE,VWF,0.806
ESAM,SELE,0.743
CXCL8,SELE,0.851
CD36,SELE,0.724
CXCL12,SELE,0.727
SELE,THBD,0.734
IL6,SELE,0.884
CD24,SELE,0.899
PECAM1,SELE,0.959
CDH5,SELE,0.98
CP,SERPINA1,0.944
CLU,SERPINA1,0.896
CPB2,SERPIND1,0.764
HABP2,SERPIND1,0.809
SERPIND1,THBD,0.846
CCNB1,SFN,0.965
SFN,TP63,0.716
EGFR,SFN,0.884
CCNB2,SFN,0.919
LRRK2,SFN,0.975
CDC25C,SFN,0.966
BRAF,SFN,0.885
NEDD4L,SFN,0.916
SCGB1A1,SFTPC,0.95
SCGB3A2,SFTPC,0.85
AGER,SFTPC,0.87
SFTPC,SFTPD,0.99
SCGB1A1,SFTPD,0.837
CXCL8,SFTPD,0.702
SFTPC,SFTPD,0.99
AGER,SFTPD,0.776
SGPP2,UGT8,0.934
PLPP2,SGPP2,0.964
EGFR,SH2D3C,0.713
EGF,SH3GL2,0.704
EGFR,SH3GL2,0.972
LRRK2,SH3GL2,0.887
SH3GL2,SH3GL3,0.931
CBLC,SH3GL2,0.8
EGF,SH3GL3,0.736
EGFR,SH3GL3,0.881
LRRK2,SH3GL3,0.872
MET,SH3GL3,0.782
CBLC,SH3GL3,0.814
SH3GL2,SH3GL3,0.931
ARC,SH3GL3,0.976
SHOX2,TBX3,0.736
EYA4,SIX1,0.895
DACH1,SIX1,0.939
DACH1,SIX4,0.724
EYA4,SIX4,0.803
BDNF,SLC6A4,0.922
ABCC3,SLCO1A2,0.721
ROBO4,SLIT2,0.998
CXCL12,SLIT2,0.733
DCC,SLIT2,0.858
BMP2,SMAD9,0.872
ACVRL1,SMAD9,0.91
SNCA,SOD1,0.897
EGFR,SNCA,0.728
LRRK2,SNCA,0.986
GPR37,SNCA,0.8
CLU,SNCA,0.861
NR4A2,SNCA,0.748
BDNF,SNCA,0.798
CRYAB,SNCA,0.863
SOCS2,SOCS3,0.962
GHR,SOCS2,0.993
CSF3,SOCS3,0.856
EGFR,SOCS3,0.841
CBFB,SOCS3,0.763
GHR,SOCS3,0.85
IL6,SOCS3,0.947
SOCS2,SOCS3,0.962
MIF,SOD1,0.744
CAT,SOD1,0.92
GSTP1,SOD1,0.718
GPX3,SOD1,0.887
SNCA,SOD1,0.897
SALL4,SOX2,0.983
KLF2,SOX2,0.798
SOX2,TBX3,0.907
CDH1,SOX2,0.73
EPAS1,SOX2,0.874
FGF2,SOX2,0.933
SOX2,TP63,0.93
EGF,SOX2,0.725
EGFR,SOX2,0.758
ANXA1,SOX2,0.701
CDKN2A,SOX2,0.706
GDNF,SOX2,0.719
CD24,SOX2,0.734
PTEN,SOX2,0.743
NFIB,SOX2,0.757
CEBPD,SOX2,0.789
MYC,SOX2,0.958
KLF4,SOX2,0.998
COL1A1,SPARC,0.968
IBSP,SPARC,0.931
BMP2,SPARC,0.702
SPARC,THBS2,0.735
RECK,SPARC,0.761
SPARC,VWF,0.765
COL3A1,SPARC,0.911
COL1A2,SPARC,0.959
SPARC,SPP1,0.984
AGR2,SPDEF,0.784
EGFR,SPINK1,0.702
COL1A1,SPP1,0.747
IBSP,SPP1,0.991
SPARC,SPP1,0.984
MMP7,SPP1,0.941
SPP1,VWF,0.807
EGF,SPP1,0.715
EGFR,SPP1,0.812
ITGA1,SPP1,0.747
MMP3,SPP1,0.997
CXCL8,SPP1,0.755
CLU,SPP1,0.73
SPP1,THBS2,0.726
MMP9,SPP1,0.947
ITGA8,SPP1,0.904
BMP2,SPP1,0.921
IL6,SPP1,0.748
CBFB,SPP1,0.788
RUNX3,SPP1,0.827
SPRR1A,TGM1,0.743
KRT6A,SPRR1A,0.713
EPB41L3,SPTBN1,0.894
ANK2,SPTBN1,0.997
SRD5A1,UGT2B4,0.743
HSD17B6,SRD5A1,0.976
EDN1,SSTR1,0.7
GPR37,SSTR1,0.701
CXCL8,SSTR1,0.703
ST6GALNAC1,ST6GALNAC5,0.712
ST6GALNAC1,ST6GALNAC5,0.712
HBEGF,ST6GALNAC5,0.766
GNLY,STX11,0.719
PRF1,STX11,0.826
COL3A1,SULF1,0.748
SCEL,SULF1,0.752
GRIA1,SYN2,0.754
ACTN2,SYNPO2,0.736
EGF,TAC1,0.78
MME,TAC1,0.721
FXYD1,TAC1,0.756
BDNF,TAC1,0.84
KLF1,TAL1,0.928
CBFB,TAL1,0.843
LDB2,TAL1,0.995
SALL4,TBX3,0.829
SHOX2,TBX3,0.736
KLF4,TBX3,0.878
SOX2,TBX3,0.907
EYA4,TCF21,0.805
ANGPTL1,TEK,0.866
TEK,VWF,0.757
FGF2,TEK,0.941
EGF,TEK,0.897
EMCN,TEK,0.754
PTPRB,TEK,0.896
TEK,TIE1,0.827
AREG,TEK,0.708
IL6,TEK,0.726
BDNF,TEK,0.739
CXCL12,TEK,0.825
PECAM1,TEK,0.842
CDH5,TEK,0.901
ANGPT1,TEK,0.999
MYC,TFAP2A,0.938
PITX2,TFAP2A,0.701
TGFBR2,TGFBR3,0.986
MLH1,TGFBR2,0.702
GDF15,TGFBR2,0.96
SCUBE3,TGFBR2,0.875
COL3A1,TGFBR2,0.75
ADAM12,TGFBR2,0.853
ALK,TGFBR2,0.947
ACVRL1,TGFBR2,0.992
BMP2,TGFBR3,0.825
TGFBR2,TGFBR3,0.986
SPRR1A,TGM1,0.743
CSTA,TGM1,0.888
ABCA12,TGM1,0.952
CPB2,THBD,0.958
SERPIND1,THBD,0.846
THBD,VWF,0.912
SELE,THBD,0.734
COL1A1,THBS2,0.828
SPARC,THBS2,0.735
ITGA1,THBS2,0.72
COL1A2,THBS2,0.858
COL3A1,THBS2,0.804
SPP1,THBS2,0.726
COL5A1,THBS2,0.742
ITGA8,THBS2,0.743
COL5A2,THBS2,0.824
COL11A1,THBS2,0.898
MMP9,THBS2,0.968
CD36,THBS2,0.995
ANGPTL1,TIE1,0.732
FGF2,TIE1,0.701
PTPRB,TIE1,0.75
CDH5,TIE1,0.807
PECAM1,TIE1,0.827
TEK,TIE1,0.827
ANGPT1,TIE1,0.998
DLGAP5,TK1,0.811
E2F8,TK1,0.714
CCNB1,TK1,0.879
CCNB2,TK1,0.88
MELK,TK1,0.792
PCLAF,TK1,0.82
TK1,TPX2,0.792
TK1,TYMS,0.991
E2F1,TK1,0.836
TK1,UBE2C,0.873
RRM2,TK1,0.914
CENPF,TK1,0.782
ASPM,TK1,0.763
CEP55,TK1,0.802
CDC20,TK1,0.883
CDCA8,TK1,0.704
TK1,ZWINT,0.898
KIF4A,TK1,0.718
KIF20A,TK1,0.791
CDC45,TK1,0.836
TK1,TOP2A,0.806
HJURP,TK1,0.723
TK1,UBE2T,0.705
NUSAP1,TK1,0.747
CCNA2,TK1,0.78
DLGAP5,TOP2A,0.978
E2F8,TOP2A,0.808
GINS2,TOP2A,0.711
CCNB1,TOP2A,0.989
ANLN,TOP2A,0.861
CDCA5,TOP2A,0.917
BUB1B,TOP2A,0.98
CCNB2,TOP2A,0.975
MELK,TOP2A,0.955
PCLAF,TOP2A,0.92
TOP2A,TPX2,0.942
TOP2A,TYMS,0.96
CDC25C,TOP2A,0.797
TOP2A,UBE2C,0.973
RRM2,TOP2A,0.956
EXO1,TOP2A,0.797
CENPF,TOP2A,0.974
NEK2,TOP2A,0.928
ASPM,TOP2A,0.996
TOP2A,TTK,0.958
CEP55,TOP2A,0.928
CDC20,TOP2A,0.98
CDCA8,TOP2A,0.92
TOP2A,ZWINT,0.875
KIF4A,TOP2A,0.915
HMMR,TOP2A,0.902
KIF20A,TOP2A,0.974
CDC45,TOP2A,0.917
DEPDC1,TOP2A,0.733
TK1,TOP2A,0.806
TOP2A,UHRF1,0.855
HJURP,TOP2A,0.911
CCNA2,TOP2A,0.982
NUSAP1,TOP2A,0.999
SFN,TP63,0.716
CDKN2A,TP63,0.741
SOX2,TP63,0.93
DLGAP5,TPX2,0.978
CCNB1,TPX2,0.949
ANLN,TPX2,0.923
CDCA5,TPX2,0.883
BUB1B,TPX2,0.936
CCNB2,TPX2,0.953
MELK,TPX2,0.958
PCLAF,TPX2,0.724
CDC45,TPX2,0.766
TK1,TPX2,0.792
TPX2,UBE2T,0.799
EXO1,TPX2,0.807
HJURP,TPX2,0.892
DEPDC1,TPX2,0.903
TPX2,ZWINT,0.913
CDCA8,TPX2,0.919
TPX2,TTK,0.935
TOP2A,TPX2,0.942
NEK2,TPX2,0.942
RRM2,TPX2,0.943
CEP55,TPX2,0.944
ASPM,TPX2,0.949
CENPF,TPX2,0.954
CCNA2,TPX2,0.954
CDC20,TPX2,0.961
NUSAP1,TPX2,0.964
